Legajo;Estado;Estructura;Convenio;Categoria;ID_Cat;Ingreso;Sexo;provincia;puesto;piramide;Titulo ;ID_PuestoBasico;ID_Banco;Banco;Enero;Febrero;Marzo
16671;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;16/9/2021;M;CBA                     ;Team Leader Operaciones;7;NO;TLC     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;446398;580317;696380
16672;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;16/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;262479;291351;291351
16673;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;16/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;262479;291351;291351
16683;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;16/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16687;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16689;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/9/2021;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16690;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16694;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16695;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16697;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16698;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
16699;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/9/2021;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16701;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;20/9/2021;M;CBA                     ;Team Leader Operaciones;7;NO;TLC     ;72;BANCO SANTANDER RIO S.A.;446398;580317;696380
16702;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/9/2021;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16704;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/9/2021;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16706;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/9/2021;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16708;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16710;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16711;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;20/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16712;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16713;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;20/9/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16714;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;4/10/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16715;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;4/10/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16717;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;4/10/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16718;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;4/10/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16721;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;2/11/2021;M;CBA                     ;Team Leader Operaciones;7;NO;TLC     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16722;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;2/11/2021;F;CBA                     ;Operador ;8;NO;CDT     ;17;BBVA BANCO FRANCES S.A.;314974;349622;349622
16727;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;2/11/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;262479;291351;291351
16728;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;2/11/2021;M;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;262479;291351;291351
16729;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;2/11/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;262479;291351;291351
16731;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;8/11/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16734;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;8/11/2021;M;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16735;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;8/11/2021;M;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;262479;291351;291351
16737;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;8/11/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16739;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;8/11/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16742;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;8/11/2021;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16743;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;8/11/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16744;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;8/11/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16745;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;8/11/2021;M;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16746;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;8/11/2021;F;CBA                     ;Team Leader Operaciones;7;NO;TLC     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;446398;580317;696380
16748;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;8/11/2021;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
16751;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/11/2021;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
16753;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/11/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16754;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/11/2021;M;CBA                     ;Operador ;8;NO;CDT     ;17;BBVA BANCO FRANCES S.A.;314974;349622;349622
16755;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/11/2021;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16759;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;1/1/2022;M;CBA                     ;Gerente de Comunicaciones y Marketing;2;SI;GCM     ;72;BANCO SANTANDER RIO S.A.;1799257;2339034;2806841
16760;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;5/1/2022;M;CBA                     ;Analista de Mesa de Ayuda;6;NO;AMA     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;427649;555944;667133
16761;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;5/1/2022;M;CBA                     ;Analista de Mesa de Ayuda;6;NO;AMA     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;427649;555944;667133
16762;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;16/2/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16763;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;16/2/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16764;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;16/2/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16765;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;16/2/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16766;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;16/2/2022;M;CBA                     ;Operador ;8;NO;CDT     ;17;BBVA BANCO FRANCES S.A.;314974;349622;349622
16769;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;16/2/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16771;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;16/2/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16772;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;16/2/2022;F;CBA                     ;Operador ;8;NO;CDT     ;27;BANCO SUPERVIELLE S.A.;262479;291351;291351
16776;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;17/2/2022;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;314974;349622;349622
16777;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;17/2/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16778;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;17/2/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16779;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;17/2/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16780;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;17/2/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16781;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;8/3/2022;F;CBA                     ;Analista de Seleccion;6;SI;ASE     ;72;BANCO SANTANDER RIO S.A.;427649;555944;667133
16782;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;8/3/2022;M;CBA                     ;Analista de Selección y Desarrollo;6;SI;ASY     ;72;BANCO SANTANDER RIO S.A.;427649;555944;667133
16784;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;5/4/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16785;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;5/4/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16786;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;5/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16788;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;5/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16789;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;5/4/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16790;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;24/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;17;BBVA BANCO FRANCES S.A.;314974;349622;349622
16791;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;24/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16792;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;24/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16793;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;24/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16794;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;24/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16798;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;24/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16799;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;24/5/2022;F;CBA                     ;Operador ;8;NO;CDT     ;17;BBVA BANCO FRANCES S.A.;262479;291351;291351
16801;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;9/6/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16802;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;9/6/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16804;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;9/6/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16805;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;9/6/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16809;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;9/6/2022;M;CBA                     ;Team Leader Operaciones;7;NO;TLC     ;72;BANCO SANTANDER RIO S.A.;446398;580317;696380
16812;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;9/6/2022;M;CBA                     ;Team Leader Operaciones;7;NO;TLC     ;72;BANCO SANTANDER RIO S.A.;446398;580317;696380
16813;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16814;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16815;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16816;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16817;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16818;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16820;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16821;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16822;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16823;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16824;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;1/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16825;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;16/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16826;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;16/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16829;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;16/8/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16833;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;16/8/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16834;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16836;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16837;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;25/10/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;291351;291351
16838;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16840;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16842;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16843;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16845;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;25/10/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
16846;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16847;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;M;CBA                     ;Operador ;8;NO;CDT     ;17;BBVA BANCO FRANCES S.A.;314974;349622;349622
16848;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16850;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16851;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;25/10/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;291351;291351
16853;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16854;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16856;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;25/10/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16857;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;2/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16858;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;2/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16860;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;2/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16861;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;2/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16863;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;2/11/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16864;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;2/11/2022;M;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;349622
16865;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;2/11/2022;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;314974;349622;291351
